正常蓄水位_m,防洪限制水位_m,防洪高水位_m,防洪高水位最大泄流量_m3s,设计洪水位_m,设计洪水最大泄流量_m3s,校核洪水位_m,校核洪水最大泄流量_m3s,总库容_亿m3,设计风速_m_s,水库最大吹程_km,设计风浪高_m,设计安全超高_m,设计工况坝顶高程_m,校核采用风速_m_s,校核风浪高_m,校核安全超高_m,校核工况坝顶高程_m,坝顶高程_m
108.0,105.35824381639819,110.31996044751291,20000.0,119.81355042966769,44100.752771950465,122.8302123978707,51765.23395064933,68.02144793113061,12.0,15.0,1.1456984148221432,0.7,121.65924884448984,9.600000000000001,0.8668277298130256,0.5,124.19704012768372,124.19704012768372
