正常蓄水位_m,防洪限制水位_m,防洪高水位_m,防洪高水位最大泄流量_m3s,设计洪水位_m,设计洪水最大泄流量_m3s,校核洪水位_m,校核洪水最大泄流量_m3s,总库容_亿m3
108.0,105.35824381639819,110.31996044751291,20000.0,119.81355042966769,44100.752771950465,122.8302123978707,51765.23395064933,68.02144793113061
