正常蓄水位_m,死水位_m,死库容_m3s月,兴利库容_m3s月,保证出力_kW,保证出力_万kW,年保证出力均值_kW,年保证出力标准差_kW,年保证出力偏态系数Cs,K,delta_H_m
100.0,82.35,218.394,485.566,211405.829,21.1406,272108.327,55392.546,0.652,8.5,1.0
