正常蓄水位_m,死水位_m,保证出力_万kW,航运基荷工作容量_万kW,峰荷保证出力_万kW,峰荷工作容量_万kW,工作容量_万kW,备用容量_万kW,必须容量_万kW
100.0,82.35,21.1406,10.0,11.1406,41.313,51.313,15.0,66.313
