正常蓄水位_m,年份,重复容量_万kW,装机容量_万kW,月份,运行方式,月初库容_m3s月,月初水位_m,月末库容_m3s月,月末水位_m,来水量_m3s,发电流量_m3s,平均出力_kW,弃水折算库容_m3s月,月发电量_kWh
115.0,1951,15.0,137.4964,4月,优化区-枚举月末库容,1726.515,115.0,1687.6417,114.5746,3909.0,3947.8733,1374964.0,0.0,1003723720.0
115.0,1951,15.0,137.4964,5月,汛限线附近-满发,1687.6417,114.5746,1700.5995,114.7164,2995.0,2630.7371,1371362.8726,354.8228,1001094896.9757
115.0,1951,15.0,137.4964,6月,优化区-枚举月末库容,1700.5995,114.7164,1493.2752,112.4477,1931.3,2138.6243,1105548.2253,0.0,807050204.4332
115.0,1951,15.0,137.4964,7月,汛限线附近-满发,1493.2752,112.4477,1700.5995,114.7164,2901.7,2683.0546,1373112.3838,14.8388,1002372040.1517
115.0,1951,15.0,137.4964,8月,优化区-枚举月末库容,1700.5995,114.7164,1687.6417,114.5746,480.3,493.2578,269498.5554,0.0,196733945.411
115.0,1951,15.0,137.4964,9月,优化区-枚举月末库容,1687.6417,114.5746,1091.5844,106.8528,619.5,1215.5573,616670.9391,0.0,450169785.5191
115.0,1951,15.0,137.4964,10月,低于防破坏线-保证出力,1091.5844,106.8528,1726.515,115.0,1331.0,700.4671,361352.385,0.0,263787241.05
115.0,1951,15.0,137.4964,11月,优化区-枚举月末库容,1726.515,115.0,1726.515,115.0,673.0,673.0,367507.802,0.0,268280695.46
115.0,1951,15.0,137.4964,12月,优化区-枚举月末库容,1726.515,115.0,1726.515,115.0,1160.0,1160.0,625577.027,0.0,456671229.7297
115.0,1951,15.0,137.4964,1月,优化区-枚举月末库容,1726.515,115.0,1726.515,115.0,658.7,658.7,359859.0738,0.0,262697123.8521
115.0,1951,15.0,137.4964,2月,优化区-枚举月末库容,1726.515,115.0,1726.515,115.0,1127.7,1127.7,608576.3345,0.0,444260724.1899
115.0,1951,15.0,137.4964,3月,优化区-枚举月末库容,1726.515,115.0,1726.515,115.0,2568.6,2568.6,1348574.8429,0.0,984459635.3279
