正常蓄水位_m,防洪限制水位_m,防洪高水位_m,防洪高水位最大泄流量_m3s,设计洪水位_m,设计洪水最大泄流量_m3s,校核洪水位_m,校核洪水最大泄流量_m3s,总库容_亿m3,设计风速_m_s,水库最大吹程_km,设计风浪高_m,设计安全超高_m,设计工况坝顶高程_m,校核采用风速_m_s,校核风浪高_m,校核安全超高_m,校核工况坝顶高程_m,坝顶高程_m
100.0,94.92456103049912,101.41253845264481,20000.0,110.00252722675349,49285.12935820319,112.91079608468357,57780.67844163499,40.332783842065965,12.0,15.0,1.1456984148221432,0.7,111.84822564157564,9.600000000000001,0.8668277298130256,0.5,114.2776238144966,114.2776238144966
