正常蓄水位_m,防洪限制水位_m,防洪高水位_m,防洪高水位最大泄流量_m3s,设计洪水位_m,设计洪水最大泄流量_m3s,校核洪水位_m,校核洪水最大泄流量_m3s,总库容_亿m3
100.0,94.92456103049912,101.41253845264481,20000.0,110.00252722675349,49285.12935820319,112.91079608468357,57780.67844163499,40.332783842065965
