正常蓄水位_m,防洪限制水位_m,防洪高水位_m,防洪高水位最大泄流量_m3s,设计洪水位_m,设计洪水最大泄流量_m3s,校核洪水位_m,校核洪水最大泄流量_m3s,总库容_亿m3
108.0,106.32161082851208,110.42518594979556,20000.0,119.83093503181583,44143.738828009235,122.83872637207892,51787.43971578444,68.05355327647241
