正常蓄水位_m,洪水标准,序号,时间_h,时间标识,入库流量_m3s,出库流量_m3s,库水位_m,库容_亿m3,运行方式
108.0,0.1%,5,25.0,7-11-1,27600.0,20000.0,109.18236208197361,32.13131710897998,未达防洪高水位-控制安全泄量
108.0,0.1%,6,30.0,7-11-6,27200.0,20000.0,110.04887601923926,33.46331710897998,未达防洪高水位-控制安全泄量
108.0,0.1%,7,35.0,7-11-11,26800.0,23129.570955591284,110.45646615966866,34.441655723052705,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,8,40.0,7-11-16,26200.0,23599.721425059623,110.69158830486758,35.006019408173636,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,9,45.0,7-11-21,25500.0,23915.25336468802,110.84850713521921,35.38267167666667,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,10,50.0,7-12-2,24900.0,24095.982914694272,110.93807457870756,35.59766041127174,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,11,55.0,7-12-7,27400.0,24385.805567835072,111.08123961481098,35.94129944743081,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,12,60.0,7-12-12,29500.0,24962.427372371305,111.36439548509722,36.620958482878855,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,13,65.0,7-12-17,31100.0,25726.039174358146,111.73603153512849,37.51299649376892,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,14,70.0,7-12-22,32600.0,26610.895940847964,112.16209321064946,38.53567233352187,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,15,75.0,7-13-3,35000.0,27661.40928865155,112.66181929884893,39.73516486302707,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,16,80.0,7-13-8,38700.0,29022.275443131988,113.29985136749687,41.26663323740275,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,17,85.0,7-13-13,41400.0,30681.92913292353,114.06459810269236,43.102254825892466,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,18,90.0,7-13-18,45100.0,32607.738028230793,114.93487679950269,45.19118478184631,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,19,95.0,7-13-23,49000.0,34864.76535482577,115.93328312211551,47.58765947801386,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,20,100.0,7-14-4,53700.0,37497.04430124441,117.07082306748633,50.318096608887444,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,21,105.0,7-14-9,57700.0,40470.87653193063,118.32436934291033,53.32698373378765,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,22,110.0,7-14-14,53000.0,42952.638861400745,119.34710967307164,55.78186734827387,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,23,115.0,7-14-19,47000.0,44143.738828009235,119.83093503181583,56.94319335686751,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,24,120.0,7-14-24,41000.0,44119.345794314475,119.82107059159256,56.919515740999614,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,25,125.0,7-15-5,31400.0,42781.79014881676,119.277345959029,55.61441350545733,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,26,130.0,7-15-10,33600.0,41064.134684897275,118.57071210667989,53.91828026966375,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,27,135.0,7-15-15,31000.0,39617.138441160125,117.96773973575714,52.470965687737845,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,28,140.0,7-15-20,30400.0,38161.31392398289,117.35362453624414,50.99690497434682,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,29,145.0,7-16-1,30000.0,36875.755644208875,116.80480302994806,49.67956871278433,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,30,150.0,7-16-6,29600.0,35744.6127463929,116.31660024050584,48.507735557286146,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,31,155.0,7-16-11,29100.0,34731.725020377286,115.87504276881712,47.44786515799174,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,32,160.0,7-16-16,28600.0,33808.02384823957,115.46860299111547,46.47228775957446,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,33,165.0,7-16-21,28100.0,32957.75182374763,115.09118358075567,45.566367948887844,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,34,170.0,7-17-2,27400.0,32152.716517246656,114.73083606133164,44.701425798014334,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,35,175.0,7-17-7,26300.0,31339.336839249772,114.36367995490403,43.82014099575614,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,36,180.0,7-17-12,24900.0,30466.266937731576,113.9660195207496,42.865636655655244,达到防洪高水位后-闸门全开自由泄流
108.0,0.1%,37,185.0,7-17-17,22600.0,29454.315996897192,113.50030587483067,41.74778419135606,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,0,0.0,7-10-0,16800.0,15402.525616510695,106.32161082851208,27.88138504683754,起调
108.0,0.01%,1,5.0,7-10-5,18600.0,15842.307374303957,106.57333742486577,28.25535007838059,闸门全开自由泄流
108.0,0.01%,2,10.0,7-10-10,23200.0,16823.573908120106,107.12669679776391,29.07742076275806,闸门全开自由泄流
108.0,0.01%,3,15.0,7-10-15,32000.0,18972.716122740392,108.30220426718753,30.8237546593338,闸门全开自由泄流
108.0,0.01%,4,20.0,7-10-20,35000.0,20000.0,110.00008757583934,33.34621020828717,未达防洪高水位-控制安全泄量
108.0,0.01%,5,25.0,7-11-1,34700.0,24137.3935413596,110.95856550838087,35.646844789766604,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,6,30.0,7-11-6,34200.0,25604.068723216842,111.67692087911355,37.37111318613626,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,7,35.0,7-11-11,33700.0,26810.51430581151,112.25755143677573,38.76480071369278,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,8,40.0,7-11-16,32900.0,27760.413553745,112.70858526287502,39.8474172064789,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,9,45.0,7-11-21,32100.0,28460.60713427588,113.03775584080002,40.63752534467228,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,10,50.0,7-12-2,31300.0,28942.265651148176,113.26262000336085,41.17726679406706,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,11,55.0,7-12-7,34900.0,29564.119240423788,113.55109451066075,41.869692153939,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,12,60.0,7-12-12,36600.0,30496.832724188,113.98000519822895,42.899206477308944,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,13,65.0,7-12-17,37800.0,31517.577652746382,114.44440675899101,44.013909543606125,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,14,70.0,7-12-22,39700.0,32630.464117202126,114.94504261324656,45.215585784575694,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,15,75.0,7-13-3,42600.0,33956.55386658144,115.53420579360359,46.62975416638668,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,16,80.0,7-13-8,47000.0,35667.66574803342,116.28320393350384,48.42757440158929,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,17,85.0,7-13-13,50500.0,37766.11325504247,117.1855744248859,50.59353429205361,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,18,90.0,7-13-18,55000.0,40214.24158782396,118.21743213602615,53.070302356103554,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,19,95.0,7-13-23,59600.0,43062.46959649886,119.39190865699399,55.889398349382674,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,20,100.0,7-14-4,65300.0,45744.495999213206,120.47436194166116,59.13777144581005,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,21,105.0,7-14-9,69300.0,48194.54474764198,121.44481629813484,62.797257778636656,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,22,110.0,7-14-14,64400.0,50347.1288133021,122.28393941981881,65.96150715819475,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,23,115.0,7-14-19,57100.0,51560.23729783226,122.75155644747318,67.72484420777663,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,24,120.0,7-14-24,49900.0,51787.43971578444,122.83872637207892,68.05355327647241,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,25,125.0,7-15-5,45500.0,51309.04826836772,122.65503443688797,67.36086935806085,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,26,130.0,7-15-10,40800.0,50358.29907135799,122.28826224450233,65.97780809779385,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,27,135.0,7-15-15,37500.0,49061.377162208126,121.78419932566983,64.07703723716838,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,28,140.0,7-15-20,32200.0,47432.34607347614,121.14471403283449,61.66560214641558,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,29,145.0,7-16-1,36800.0,45965.05253714462,120.56242177513153,59.469836271843484,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,30,150.0,7-16-6,36500.0,44917.20646816457,120.14278632730257,57.88743296162526,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,31,155.0,7-16-11,36200.0,43646.52650854778,119.62950339251714,56.45969699305889,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,32,160.0,7-16-16,35900.0,42367.50781990592,119.10779231882799,55.20743390288283,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,33,165.0,7-16-21,35600.0,41262.85146684116,118.65296069932124,54.11570156658076,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,34,170.0,7-17-2,34400.0,40225.66101190803,118.22219532685895,53.08173544305954,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,35,175.0,7-17-7,33400.0,39186.315080172644,117.78680064757206,52.03665759436722,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,36,180.0,7-17-12,31200.0,38064.37852101337,117.31245893007382,50.898095169856184,达到防洪高水位后-闸门全开自由泄流
108.0,0.01%,37,185.0,7-17-17,29400.0,36811.446529751374,116.77718240006452,49.61327091487486,达到防洪高水位后-闸门全开自由泄流
