正常蓄水位_m,防洪限制水位_m,防洪高水位_m,防洪高水位最大泄流量_m3s,设计洪水位_m,设计洪水最大泄流量_m3s,校核洪水位_m,校核洪水最大泄流量_m3s,总库容_亿m3,设计风速_m_s,水库最大吹程_km,设计风浪高_m,设计安全超高_m,设计工况坝顶高程_m,校核采用风速_m_s,校核风浪高_m,校核安全超高_m,校核工况坝顶高程_m,坝顶高程_m
108.0,106.32161082851208,110.42518594979556,20000.0,119.83093503181583,44143.738828009235,122.83872637207892,51787.43971578444,68.05355327647241,12.0,15.0,1.1456984148221432,0.7,121.67663344663798,9.600000000000001,0.8668277298130256,0.5,124.20555410189195,124.20555410189195
