正常蓄水位_m,死水位_m,死库容_m3s月,兴利库容_m3s月,保证出力_kW,保证出力_万kW,年保证出力均值_kW,年保证出力标准差_kW,年保证出力偏态系数Cs,K,delta_H_m
115.0,92.23,443.696,1282.819,361352.385,36.1352,459925.47,87662.638,0.3669,8.5,1.0
