正常蓄水位_m,死水位_m,保证出力_万kW,航运基荷工作容量_万kW,峰荷保证出力_万kW,峰荷工作容量_万kW,工作容量_万kW,备用容量_万kW,必须容量_万kW
115.0,92.23,36.1352,10.0,26.1352,87.4964,97.4964,25.0,122.4964
