正常蓄水位_m,迭代次数,收敛前q0_m3s,设计调节流量qp_m3s,Z1_m,Z2_m,Z3_m,死水位_m,死库容_亿m3,正常库容_亿m3,兴利库容_亿m3,兴利库容_m3s月
115.0,3,762.26,762.276,50.0,82.0,92.23,92.23,11.6514,45.3475,33.6961,1282.917
