正常蓄水位_m,洪水标准,序号,时间_h,时间标识,入库流量_m3s,出库流量_m3s,库水位_m,库容_亿m3,运行方式
115.0,0.01%,14,70.0,7-12-22,39700.0,31300.24672753393,121.19942287637564,61.8719037245249,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,15,75.0,7-13-3,42600.0,32284.133412107574,121.64610822664345,63.556309511849804,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,16,80.0,7-13-8,47000.0,33548.492643456135,122.21336369744563,65.69537316669773,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,17,85.0,7-13-13,50500.0,35105.14073978296,122.90183939165675,68.29154616199841,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,18,90.0,7-13-18,55000.0,36940.34047592262,123.70029776772337,71.30245285230805,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,19,95.0,7-13-23,59600.0,39094.9852037947,124.62072013067466,74.77327354076107,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,20,100.0,7-14-4,65300.0,41614.4614637595,125.67541524309196,78.75042334017546,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,21,105.0,7-14-9,69300.0,44442.92991745057,126.83398077803858,83.1192581159057,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,22,110.0,7-14-14,64400.0,46958.450303214384,127.8435211477595,86.92613389608631,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,23,115.0,7-14-19,57100.0,48528.57477936983,128.46437233503906,89.2673016381988,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,24,120.0,7-14-24,49900.0,49098.579646068494,128.68807386558635,90.11085773973956,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,25,125.0,7-15-5,45500.0,48938.009404951,128.62514644387156,89.87356472519525,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,26,130.0,7-15-10,40800.0,48275.27665582776,128.36467924896303,88.89136897991472,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,27,135.0,7-15-15,37500.0,47236.29608058364,127.95389096340921,87.34232743391979,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,28,140.0,7-15-20,32200.0,45837.622757334764,127.3960260783528,85.23867473886058,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,29,145.0,7-16-1,36800.0,44569.20040840194,126.885109829018,83.31206065424402,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,30,150.0,7-16-6,36500.0,43690.0014181647,126.52807883795676,81.96573249005115,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,31,155.0,7-16-11,36200.0,42880.12955519757,126.19704068063939,80.71742070262306,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,32,160.0,7-16-16,35900.0,42130.8891162354,125.88889363874642,79.55542902234887,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,33,165.0,7-16-21,35600.0,41434.76529096831,125.60092288998348,78.46952012583873,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,34,170.0,7-17-2,34400.0,40736.54273776767,125.31043050820377,77.37410240338558,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,35,175.0,7-17-7,33400.0,39998.91061522231,125.00170028421624,76.20991160175105,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,36,180.0,7-17-12,31200.0,39173.435193279154,124.65390237851155,74.89840047912918,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,37,185.0,7-17-17,29400.0,38228.92171738583,124.25288083940808,73.38618835732395,达到防洪高水位后-闸门全开自由泄流
