正常蓄水位_m,年份,重复容量_万kW,装机容量_万kW,月份,运行方式,月初库容_m3s月,月初水位_m,月末库容_m3s月,月末水位_m,来水量_m3s,发电流量_m3s,平均出力_kW,弃水折算库容_m3s月,月发电量_kWh
120.0,1951,10.0,151.6928,4月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,3909.0,2677.5387,1516928.0,1231.4613,1107357440.0
120.0,1951,10.0,151.6928,5月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,2995.0,2677.5387,1516928.0,317.4613,1107357440.0
120.0,1951,10.0,151.6928,6月,汛限线附近-满发,2183.43,120.0,1178.9621,108.3976,1931.3,2928.8088,1516928.0,0.0,1107357440.0
120.0,1951,10.0,151.6928,7月,低于防破坏线-保证出力,1178.9621,108.3976,2183.43,120.0,2901.7,753.8508,407444.426,1143.3813,297434430.98
120.0,1951,10.0,151.6928,8月,低于防破坏线-保证出力,2183.43,120.0,1952.8964,117.4773,480.3,705.4706,407444.426,0.0,297434430.98
120.0,1951,10.0,151.6928,9月,低于防破坏线-保证出力,1952.8964,117.4773,1854.0963,116.3961,619.5,725.9174,407444.426,0.0,297434430.98
120.0,1951,10.0,151.6928,10月,低于防破坏线-保证出力,1854.0963,116.3961,2183.43,120.0,1331.0,711.5667,407444.426,290.0995,297434430.98
120.0,1951,10.0,151.6928,11月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,673.0,673.0,396110.302,0.0,289160520.46
120.0,1951,10.0,151.6928,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1160.0,1160.0,674877.027,0.0,492660229.7297
120.0,1951,10.0,151.6928,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,658.7,658.7,387853.8238,0.0,283133291.3521
120.0,1951,10.0,151.6928,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1127.7,1127.7,656503.5845,0.0,479247616.6899
120.0,1951,10.0,151.6928,3月,优化区-枚举月末库容,2183.43,120.0,2117.5633,119.2792,2568.6,2634.4667,1485481.9931,0.0,1084401854.9268
120.0,1952,10.0,151.6928,4月,汛限线附近-满发,2117.5633,119.2792,1162.4954,108.1065,2001.0,2952.7712,1516928.0,0.0,1107357440.0
120.0,1952,10.0,151.6928,5月,辅助线3区,1162.4954,108.1065,2183.43,120.0,5399.3,2375.5982,1239557.1065,2002.7672,904876687.745
120.0,1952,10.0,151.6928,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,3781.3,2677.5387,1516928.0,1103.7613,1107357440.0
120.0,1952,10.0,151.6928,7月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,3677.0,2677.5387,1516928.0,999.4613,1107357440.0
120.0,1952,10.0,151.6928,8月,低于防破坏线-保证出力,2183.43,120.0,2183.43,120.0,4378.3,692.65,407444.426,3685.65,297434430.98
120.0,1952,10.0,151.6928,9月,优化区-枚举月末库容,2183.43,120.0,2166.9633,119.8198,2768.3,2784.7667,1516928.0,0.0,1107357440.0
120.0,1952,10.0,151.6928,10月,低于防破坏线-保证出力,2166.9633,119.8198,2183.43,120.0,2659.7,693.5715,407444.426,1949.6618,297434430.98
120.0,1952,10.0,151.6928,11月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1018.3,1018.3,594259.4357,0.0,433809388.0385
120.0,1952,10.0,151.6928,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,693.3,693.3,407819.0964,0.0,297707940.3501
