正常蓄水位_m,防洪限制水位_m,防洪高水位_m,防洪高水位最大泄流量_m3s,设计洪水位_m,设计洪水最大泄流量_m3s,校核洪水位_m,校核洪水最大泄流量_m3s,总库容_亿m3,设计风速_m_s,水库最大吹程_km,设计风浪高_m,设计安全超高_m,设计工况坝顶高程_m,校核采用风速_m_s,校核风浪高_m,校核安全超高_m,校核工况坝顶高程_m,坝顶高程_m
120.0,120.0,123.21042504096052,18211.614916159066,132.4850999570295,34990.4124546891,135.8474207384783,41959.162257093085,128.1076220138793,12.0,15.0,1.1456984148221432,0.7,134.3307983718516,9.600000000000001,0.8668277298130256,0.5,137.21424846829132,137.21424846829132
