正常蓄水位_m,防洪限制水位_m,防洪高水位_m,防洪高水位最大泄流量_m3s,设计洪水位_m,设计洪水最大泄流量_m3s,校核洪水位_m,校核洪水最大泄流量_m3s,总库容_亿m3
115.0,114.678,116.7958219345453,20000.0,125.19108808933129,40450.862152419344,128.68807706980095,49098.58782670482,90.11086982251243
