正常蓄水位_m,防洪限制水位_m,防洪高水位_m,防洪高水位最大泄流量_m3s,设计洪水位_m,设计洪水最大泄流量_m3s,校核洪水位_m,校核洪水最大泄流量_m3s,总库容_亿m3,设计风速_m_s,水库最大吹程_km,设计风浪高_m,设计安全超高_m,设计工况坝顶高程_m,校核采用风速_m_s,校核风浪高_m,校核安全超高_m,校核工况坝顶高程_m,坝顶高程_m
115.0,114.678,116.7958219345453,20000.0,125.19108808933129,40450.862152419344,128.68807706980095,49098.58782670482,90.11086982251243,12.0,15.0,1.1456984148221432,0.7,127.03678650415344,9.600000000000001,0.8668277298130256,0.5,130.05490479961398,130.05490479961398
