正常蓄水位_m,洪水标准,序号,时间_h,时间标识,入库流量_m3s,出库流量_m3s,库水位_m,库容_亿m3,运行方式
115.0,0.1%,9,45.0,7-11-21,25500.0,23552.656242401656,117.49367541017094,51.33306908703328,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,10,50.0,7-12-2,24900.0,23781.459615072123,117.60863169585964,51.60899865957192,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,11,55.0,7-12-7,27400.0,24111.6746351918,117.77386850669383,52.005616576617186,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,12,60.0,7-12-12,29500.0,24720.287549382105,118.07638211059846,52.73173998006949,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,13,65.0,7-12-17,31100.0,25510.162260623685,118.46519164156963,53.66499949725958,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,14,70.0,7-12-22,32600.0,26417.22629728952,118.90660939347666,54.724534527162035,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,15,75.0,7-13-3,35000.0,27486.164360617204,119.42016804903606,55.957229368101274,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,16,80.0,7-13-8,38700.0,28809.011043339604,120.04631880496314,57.52366358163547,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,17,85.0,7-13-13,41400.0,29903.120874836684,120.55678265371671,59.44857170890034,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,18,90.0,7-13-18,45100.0,31219.316406013822,121.1624684699916,61.73255235349129,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,19,95.0,7-13-23,49000.0,32804.12646890723,121.88030509813802,64.43944249456867,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,20,100.0,7-14-4,53700.0,34692.791484996465,122.72049640098444,67.60771987847224,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,21,105.0,7-14-9,57700.0,36872.9501021752,123.67121990381588,71.19280313529929,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,22,110.0,7-14-14,53000.0,38825.58679970406,124.50659917096667,74.34293481379821,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,23,115.0,7-14-19,47000.0,40022.112954159194,125.01144072654587,76.24664183573181,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,24,120.0,7-14-24,41000.0,40450.862152419344,125.19108808933129,76.92407407605936,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,25,125.0,7-15-5,31400.0,39992.74467933509,124.99911147505503,76.20014946128502,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,26,130.0,7-15-10,33600.0,39189.34221872689,124.6606278714893,74.92376164059901,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,27,135.0,7-15-15,31000.0,38455.280480290385,124.34929210475201,73.74974559780934,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,28,140.0,7-15-20,30400.0,37634.31617821591,123.99869577519245,72.4276818986732,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,29,145.0,7-16-1,30000.0,36852.70536526878,123.66248109466619,71.15984995987675,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,30,150.0,7-16-6,29600.0,36116.120919189656,123.3434075669948,69.9566555943807,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,31,155.0,7-16-11,29100.0,35413.992941689015,123.03719147869137,68.80194534699729,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,32,160.0,7-16-16,28600.0,34737.10859678481,122.74002127041892,67.6813462086227,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,33,165.0,7-16-21,28100.0,34082.53141710689,122.45076204817252,66.59057860745378,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,34,170.0,7-17-2,27400.0,33437.53781013289,122.16387928003361,65.50877237707876,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,35,175.0,7-17-7,26300.0,32770.81997720645,121.86534253793354,64.3830201762936,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,36,180.0,7-17-12,24900.0,32050.034762595984,121.54025385180955,63.15714324978864,达到防洪高水位后-闸门全开自由泄流
115.0,0.1%,37,185.0,7-17-17,22600.0,31222.26757136841,121.16381660606623,61.737636039815136,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,0,0.0,7-10-0,16800.0,16800.0,114.678,44.574603399999994,起调
115.0,0.01%,1,5.0,7-10-5,18600.0,18220.2334840966,114.69223946451704,44.60878238668025,闸门全开自由泄流
115.0,0.01%,2,10.0,7-10-10,23200.0,18563.185199252224,114.88033775150745,45.060274704943325,闸门全开自由泄流
115.0,0.01%,3,15.0,7-10-15,32000.0,19734.99554960075,115.51407675607723,46.58143843761217,闸门全开自由泄流
115.0,0.01%,4,20.0,7-10-20,35000.0,20000.0,116.53638663423243,49.035288838148105,未达防洪高水位-控制安全泄量
115.0,0.01%,5,25.0,7-11-1,34700.0,23595.41236542858,117.51518632064187,51.384701725436706,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,6,30.0,7-11-6,34200.0,25116.884614499962,118.27213056593357,53.20159499741033,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,7,35.0,7-11-11,33700.0,26377.264378966225,118.88727308592969,54.678121588157055,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,8,40.0,7-11-16,32900.0,27378.723243977987,119.36886335134436,55.83408270223187,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,9,45.0,7-11-21,32100.0,28127.184921482964,119.72484729719325,56.68855096745295,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,10,50.0,7-12-2,31300.0,28653.128570788736,119.97305451536548,57.28432275323174,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,11,55.0,7-12-7,34900.0,29103.51640148471,120.18436572321961,58.04422470568887,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,12,60.0,7-12-12,36600.0,29750.95465265865,120.48617632680738,59.182322310757954,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,13,65.0,7-12-17,37800.0,30482.060915342536,120.82429948011573,60.45735090956838,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,14,70.0,7-12-22,39700.0,31300.268535800926,121.19943283006248,61.87194125888261,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,15,75.0,7-13-3,42600.0,32284.153251220134,121.64611718633307,63.55634329794336,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,16,80.0,7-13-8,47000.0,33548.510714474614,122.21337175233485,65.69540354087948,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,17,85.0,7-13-13,50500.0,35105.15721380539,122.90184662206012,68.2915734271265,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,18,90.0,7-13-18,55000.0,36940.355495614596,123.70030424646684,71.30247728300182,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,19,95.0,7-13-23,59600.0,39094.99889615238,124.62072592414818,74.77329538737038,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,20,100.0,7-14-4,65300.0,41614.47394165108,125.67542041196063,78.75044283146232,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,21,105.0,7-14-9,69300.0,44442.94127246967,126.83398537808762,83.1192754622306,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,22,110.0,7-14-14,64400.0,46958.46057381825,127.8435252316702,86.92614929610515,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,23,115.0,7-14-19,57100.0,48528.583982893804,128.4643759541611,89.26731528554615,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,24,120.0,7-14-24,49900.0,49098.58782670482,128.68807706980095,90.11086982251247,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,25,125.0,7-15-5,45500.0,48938.0166383281,128.62514928020022,89.87357542070696,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,26,130.0,7-15-10,40800.0,48275.283031408035,128.36468176048695,88.89137845062025,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,27,135.0,7-15-15,37500.0,47236.30168868678,127.95389318891878,87.34233582609383,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,28,140.0,7-15-20,32200.0,45837.62768164642,127.39602805248542,85.23868218311728,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,29,145.0,7-16-1,36800.0,44569.20474029655,126.88511158223292,83.31206726544215,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,30,150.0,7-16-6,36500.0,43690.005243135594,126.52808039649192,81.96573836713138,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,31,155.0,7-16-11,36200.0,42880.13293655188,126.19704206718131,80.71742593113403,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,32,160.0,7-16-16,35900.0,42130.89210867076,125.88889487316523,79.55543367721879,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,33,165.0,7-16-21,35600.0,41434.76794187236,125.60092398971283,78.46952427280809,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,34,170.0,7-17-2,34400.0,40736.545087396255,125.31043148858548,77.374106100307,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,35,175.0,7-17-7,33400.0,39998.91269833449,125.00170115880184,76.20991489972582,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,36,180.0,7-17-12,31200.0,39173.43703987602,124.65390315930684,74.89840342343014,达到防洪高水位后-闸门全开自由泄流
115.0,0.01%,37,185.0,7-17-17,29400.0,38228.923353757295,124.25288153707544,73.38619098815775,达到防洪高水位后-闸门全开自由泄流
