正常蓄水位_m,死水位_m,死库容_m3s月,兴利库容_m3s月,保证出力_kW,保证出力_万kW,年保证出力均值_kW,年保证出力标准差_kW,年保证出力偏态系数Cs,K,delta_H_m
120.0,95.52,553.898,1629.532,418795.616,41.8796,531101.179,99464.876,0.3122,8.5,1.0
