正常蓄水位_m,死水位_m,保证出力_万kW,航运基荷工作容量_万kW,峰荷保证出力_万kW,峰荷工作容量_万kW,工作容量_万kW,备用容量_万kW,必须容量_万kW
120.0,95.52,41.8796,10.0,31.8796,105.1892,115.1892,30.0,145.1892
