正常蓄水位_m,死水位_m,死库容_m3s月,兴利库容_m3s月,保证出力_kW,保证出力_万kW,年保证出力均值_kW,年保证出力标准差_kW,年保证出力偏态系数Cs,K,delta_H_m
108.0,87.6,321.751,834.721,276737.775,27.6738,361279.898,70361.879,0.5924,8.5,1.0
