正常蓄水位_m,死水位_m,保证出力_万kW,航运基荷工作容量_万kW,峰荷保证出力_万kW,峰荷工作容量_万kW,工作容量_万kW,备用容量_万kW,必须容量_万kW
108.0,87.6,27.6738,10.0,17.6738,61.4353,71.4353,20.0,91.4353
