正常蓄水位_m,迭代次数,收敛前q0_m3s,设计调节流量qp_m3s,Z1_m,Z2_m,Z3_m,死水位_m,死库容_亿m3,正常库容_亿m3,兴利库容_亿m3,兴利库容_m3s月
108.0,3,649.525,649.531,50.0,82.0,87.6,87.6,8.45,30.3748,21.9248,834.757
