正常蓄水位_m,年份,重复容量_万kW,装机容量_万kW,月份,运行方式,月初库容_m3s月,月初水位_m,月末库容_m3s月,月末水位_m,来水量_m3s,发电流量_m3s,平均出力_kW,弃水折算库容_m3s月,月发电量_kWh
120.0,1953,5.0,150.1892,4月,汛限线附近-满发,2002.3709,118.0187,1656.7126,114.2362,2478.0,2820.6175,1501892.0,0.0,1096381160.0
120.0,1953,5.0,150.1892,5月,汛限线附近-满发,1656.7126,114.2362,2183.43,120.0,3517.3,2775.3321,1501892.0,215.2504,1096381160.0
120.0,1953,5.0,150.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,2864.3,2649.8265,1501892.0,214.4735,1096381160.0
120.0,1953,5.0,150.1892,7月,汛限线附近-满发,2183.43,120.0,850.1765,102.585,1665.0,2991.085,1501892.0,0.0,1096381160.0
120.0,1953,5.0,150.1892,8月,低于防破坏线-保证出力,850.1765,102.585,751.417,100.839,875.3,977.5817,418795.616,0.0,305720799.68
120.0,1953,5.0,150.1892,9月,低于防破坏线-保证出力,751.417,100.839,784.3368,101.421,1020.3,989.0215,418795.616,0.0,305720799.68
120.0,1953,5.0,150.1892,10月,低于防破坏线-保证出力,784.3368,101.421,2183.43,120.0,2286.4,803.3329,418795.616,83.9739,305720799.68
120.0,1953,5.0,150.1892,11月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,2395.0,2395.0,1362977.9388,0.0,994973895.3457
120.0,1953,5.0,150.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,847.6,847.6,496534.3816,0.0,362470098.568
120.0,1953,5.0,150.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1449.3,1449.3,838372.9477,0.0,612012251.8575
120.0,1953,5.0,150.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1085.7,1085.7,632635.8032,0.0,461824136.3416
120.0,1953,5.0,150.1892,3月,优化区-枚举月末库容,2183.43,120.0,1755.4721,115.3169,1072.0,1499.9579,836966.7707,0.0,610985742.5786
120.0,1954,5.0,150.1892,4月,汛限线附近-满发,1755.4721,115.3169,2183.43,120.0,3461.7,2750.8594,1501892.0,282.8827,1096381160.0
120.0,1954,5.0,150.1892,5月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,5833.7,2649.8265,1501892.0,3183.8735,1096381160.0
120.0,1954,5.0,150.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,6961.0,2649.8265,1501892.0,4311.1735,1096381160.0
120.0,1954,5.0,150.1892,7月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,9361.7,2649.8265,1501892.0,6711.8735,1096381160.0
120.0,1954,5.0,150.1892,8月,低于防破坏线-保证出力,2183.43,120.0,2183.43,120.0,5366.7,712.3525,418795.616,4654.3475,305720799.68
120.0,1954,5.0,150.1892,9月,优化区-枚举月末库容,2183.43,120.0,2166.9701,119.8199,868.0,884.4599,517023.9849,0.0,377427508.9563
120.0,1954,5.0,150.1892,10月,低于防破坏线-保证出力,2166.9701,119.8199,1985.911,117.8386,546.3,724.7288,418795.616,0.0,305720799.68
120.0,1954,5.0,150.1892,11月,低于防破坏线-保证出力,1985.911,117.8386,1640.2526,114.056,407.7,758.0536,418795.616,0.0,305720799.68
120.0,1954,5.0,150.1892,12月,低于防破坏线-保证出力,1640.2526,114.056,1261.6745,109.8599,423.7,808.6501,418795.616,0.0,305720799.68
120.0,1954,5.0,150.1892,1月,低于防破坏线-保证出力,1261.6745,109.8599,767.8769,101.13,407.7,907.9713,418795.616,0.0,305720799.68
120.0,1954,5.0,150.1892,2月,低于防破坏线-保证出力,767.8769,101.13,553.8979,95.52,596.4,810.379,328502.2791,0.0,239806663.7528
120.0,1954,5.0,150.1892,3月,低于防破坏线-保证出力,553.8979,95.52,619.7376,97.4856,1160.3,1093.4725,418795.616,0.0,305720799.68
120.0,1955,5.0,150.1892,4月,低于防破坏线-保证出力,619.7376,97.4856,1195.8348,108.6959,1511.0,941.759,418795.616,0.0,305720799.68
120.0,1955,5.0,150.1892,5月,辅助线3区,1195.8348,108.6959,2183.43,120.0,5308.7,2351.4531,1231117.904,1969.6517,898716069.92
120.0,1955,5.0,150.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,5540.7,2649.8265,1501892.0,2890.8735,1096381160.0
120.0,1955,5.0,150.1892,7月,汛限线附近-满发,2183.43,120.0,866.6364,102.876,1677.0,2986.1524,1501892.0,0.0,1096381160.0
120.0,1955,5.0,150.1892,8月,低于防破坏线-保证出力,866.6364,102.876,2035.2907,118.3789,1975.3,808.3006,418795.616,0.0,305720799.68
120.0,1955,5.0,150.1892,9月,低于防破坏线-保证出力,2035.2907,118.3789,2183.43,120.0,901.3,720.9815,418795.616,32.1792,305720799.68
120.0,1955,5.0,150.1892,10月,低于防破坏线-保证出力,2183.43,120.0,1887.1514,116.7578,439.0,729.4762,418795.616,0.0,305720799.68
120.0,1955,5.0,150.1892,11月,低于防破坏线-保证出力,1887.1514,116.7578,2183.43,120.0,1190.0,729.8268,418795.616,163.8946,305720799.68
120.0,1955,5.0,150.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,452.0,452.0,267935.1692,0.0,195592673.5385
120.0,1955,5.0,150.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,511.0,511.0,302251.9141,0.0,220643897.2949
120.0,1955,5.0,150.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,609.4,609.4,359335.8789,0.0,262315191.5824
120.0,1955,5.0,150.1892,3月,优化区-枚举月末库容,2183.43,120.0,2035.2907,118.3789,915.3,1063.4393,612647.4163,0.0,447232613.9186
120.0,1956,5.0,150.1892,4月,汛限线附近-满发,2035.2907,118.3789,1656.7126,114.2362,2433.0,2813.3717,1501892.0,0.0,1096381160.0
120.0,1956,5.0,150.1892,5月,汛限线附近-满发,1656.7126,114.2362,2183.43,120.0,6085.0,2775.3321,1501892.0,2782.9504,1096381160.0
120.0,1956,5.0,150.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,2780.7,2649.8265,1501892.0,130.8735,1096381160.0
120.0,1956,5.0,150.1892,7月,汛限线附近-满发,2183.43,120.0,553.8979,95.52,922.7,2552.2321,1255406.5934,0.0,916446813.2096
120.0,1956,5.0,150.1892,8月,低于防破坏线-保证出力,553.8979,95.52,883.0963,103.167,1335.0,1007.1917,418795.616,0.0,305720799.68
120.0,1956,5.0,150.1892,9月,低于防破坏线-保证出力,883.0963,103.167,553.8979,95.52,588.3,917.4984,382672.6399,0.0,279351027.1315
120.0,1956,5.0,150.1892,10月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,387.0,387.0,149425.9592,0.0,109080950.2385
120.0,1956,5.0,150.1892,11月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,441.3,441.3,169869.6656,0.0,124004855.8712
120.0,1956,5.0,150.1892,12月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,330.3,330.3,127989.0895,0.0,93432035.3175
120.0,1956,5.0,150.1892,1月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,440.0,440.0,169381.7231,0.0,123648657.8462
120.0,1956,5.0,150.1892,2月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,869.0,869.0,328006.0554,0.0,239444420.4308
120.0,1956,5.0,150.1892,3月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,858.9,858.9,324307.2279,0.0,236744276.4007
120.0,1957,5.0,150.1892,4月,低于防破坏线-保证出力,553.8979,95.52,1920.0713,117.1181,2213.7,843.9606,418795.616,0.0,305720799.68
120.0,1957,5.0,150.1892,5月,汛限线附近-满发,1920.0713,117.1181,2183.43,120.0,3863.0,2711.0604,1501892.0,888.5809,1096381160.0
120.0,1957,5.0,150.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,2716.3,2649.8265,1501892.0,66.4735,1096381160.0
120.0,1957,5.0,150.1892,7月,汛限线附近-满发,2183.43,120.0,553.8979,95.52,1082.3,2711.8321,1329997.8663,0.0,970898442.4147
120.0,1957,5.0,150.1892,8月,低于防破坏线-保证出力,553.8979,95.52,2183.43,120.0,3519.7,820.5561,418795.616,1069.6118,305720799.68
120.0,1957,5.0,150.1892,9月,优化区-枚举月末库容,2183.43,120.0,2018.8308,118.1988,473.3,637.8992,370948.3405,0.0,270792288.5925
120.0,1957,5.0,150.1892,10月,低于防破坏线-保证出力,2018.8308,118.1988,1755.4721,115.3169,484.0,748.2576,418795.616,0.0,305720799.68
120.0,1957,5.0,150.1892,11月,低于防破坏线-保证出力,1755.4721,115.3169,1689.6324,114.5964,703.0,769.8258,418795.616,0.0,305720799.68
120.0,1957,5.0,150.1892,12月,低于防破坏线-保证出力,1689.6324,114.5964,2183.43,120.0,1238.2,741.9716,418795.616,2.4308,305720799.68
120.0,1957,5.0,150.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,719.0,719.0,422622.448,0.0,308514387.04
120.0,1957,5.0,150.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,840.8,840.8,492625.6255,0.0,359616706.5982
120.0,1957,5.0,150.1892,3月,优化区-枚举月末库容,2183.43,120.0,553.8979,95.52,1075.6,2705.1321,1326875.7919,0.0,968619328.0779
120.0,1958,5.0,150.1892,4月,低于防破坏线-保证出力,553.8979,95.52,1146.455,107.8229,1550.7,960.1922,418795.616,0.0,305720799.68
120.0,1958,5.0,150.1892,5月,辅助线3区,1146.455,107.8229,2183.43,120.0,5788.3,2362.2557,1231117.904,2389.0694,898716069.92
120.0,1958,5.0,150.1892,6月,汛限线附近-满发,2183.43,120.0,1590.8729,113.5157,2195.7,2793.1398,1501892.0,0.0,1096381160.0
120.0,1958,5.0,150.1892,7月,辅助线2区,1590.8729,113.5157,2183.43,120.0,3980.3,1753.3753,960343.808,1634.3676,701050979.84
120.0,1958,5.0,150.1892,8月,低于防破坏线-保证出力,2183.43,120.0,2183.43,120.0,3151.7,712.3525,418795.616,2439.3475,305720799.68
120.0,1958,5.0,150.1892,9月,优化区-枚举月末库容,2183.43,120.0,1047.6955,106.0769,1681.0,2816.7345,1443461.7618,0.0,1053727086.1384
120.0,1958,5.0,150.1892,10月,低于防破坏线-保证出力,1047.6955,106.0769,2183.43,120.0,1929.0,784.4689,418795.616,8.7966,305720799.68
120.0,1958,5.0,150.1892,11月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,569.7,569.7,336311.058,0.0,245507072.3181
120.0,1958,5.0,150.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,401.0,401.0,238149.2731,0.0,173848969.3462
120.0,1958,5.0,150.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,436.3,436.3,258777.8644,0.0,188907841.0476
120.0,1958,5.0,150.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1650.5,1650.5,951243.0309,0.0,694407412.5899
120.0,1958,5.0,150.1892,3月,优化区-枚举月末库容,2183.43,120.0,1936.5312,117.2982,2197.3,2444.1988,1361823.3505,0.0,994131045.8592
120.0,1959,5.0,150.1892,4月,汛限线附近-满发,1936.5312,117.2982,1162.915,108.1139,2202.3,2973.3173,1501892.0,0.0,1096381160.0
120.0,1959,5.0,150.1892,5月,辅助线3区,1162.915,108.1139,2183.43,120.0,4255.0,2358.6433,1231117.904,875.8416,898716069.92
120.0,1959,5.0,150.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,4533.0,2649.8265,1501892.0,1883.1735,1096381160.0
120.0,1959,5.0,150.1892,7月,汛限线附近-满发,2183.43,120.0,1245.2146,109.5689,1940.7,2883.4551,1501892.0,0.0,1096381160.0
120.0,1959,5.0,150.1892,8月,低于防破坏线-保证出力,1245.2146,109.5689,1047.6955,106.0769,667.0,869.5104,418795.616,0.0,305720799.68
120.0,1959,5.0,150.1892,9月,低于防破坏线-保证出力,1047.6955,106.0769,553.8979,95.52,449.7,943.4976,404864.2371,0.0,295550893.0781
120.0,1959,5.0,150.1892,10月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,425.3,425.3,163859.0933,0.0,119617138.0865
120.0,1959,5.0,150.1892,11月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,846.6,846.6,319799.1124,0.0,233453352.0295
120.0,1959,5.0,150.1892,12月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,811.7,811.7,306986.2512,0.0,224099963.3816
120.0,1959,5.0,150.1892,1月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,593.3,593.3,226550.9524,0.0,165382195.2301
120.0,1959,5.0,150.1892,2月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,634.1,634.1,241690.5757,0.0,176434120.2829
120.0,1959,5.0,150.1892,3月,低于防破坏线-保证出力,553.8979,95.52,1080.6154,106.6589,1501.0,970.5311,418795.616,0.0,305720799.68
120.0,1960,5.0,150.1892,4月,辅助线2区,1080.6154,106.6589,553.8979,95.52,1565.3,2092.0174,876475.4841,0.0,639827103.3702
120.0,1960,5.0,150.1892,5月,低于防破坏线-保证出力,553.8979,95.52,2183.43,120.0,3027.3,820.5561,418795.616,577.2118,305720799.68
120.0,1960,5.0,150.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,3157.0,2649.8265,1501892.0,507.1735,1096381160.0
120.0,1960,5.0,150.1892,7月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,3595.0,2649.8265,1501892.0,945.1735,1096381160.0
120.0,1960,5.0,150.1892,8月,低于防破坏线-保证出力,2183.43,120.0,2183.43,120.0,824.7,712.3525,418795.616,112.3475,305720799.68
120.0,1960,5.0,150.1892,9月,优化区-枚举月末库容,2183.43,120.0,2166.9701,119.8199,402.1,418.5599,248097.3052,0.0,181111032.8023
120.0,1960,5.0,150.1892,10月,低于防破坏线-保证出力,2166.9701,119.8199,1771.932,115.497,347.0,737.6036,418795.616,0.0,305720799.68
120.0,1960,5.0,150.1892,11月,低于防破坏线-保证出力,1771.932,115.497,1590.8729,113.5157,594.3,775.3487,418795.616,0.0,305720799.68
120.0,1960,5.0,150.1892,12月,低于防破坏线-保证出力,1590.8729,113.5157,1212.2947,108.9869,432.3,815.9407,418795.616,0.0,305720799.68
120.0,1960,5.0,150.1892,1月,低于防破坏线-保证出力,1212.2947,108.9869,669.1174,98.9598,381.7,930.9906,418795.616,0.0,305720799.68
120.0,1960,5.0,150.1892,2月,低于防破坏线-保证出力,669.1174,98.9598,553.8979,95.52,634.2,749.4194,295131.8724,0.0,215446266.8433
120.0,1960,5.0,150.1892,3月,低于防破坏线-保证出力,553.8979,95.52,1854.2316,116.3976,2153.3,853.1581,418795.616,0.0,305720799.68
120.0,1961,5.0,150.1892,4月,汛限线附近-满发,1854.2316,116.3976,2183.43,120.0,4192.3,2726.8345,1501892.0,1136.2671,1096381160.0
120.0,1961,5.0,150.1892,5月,汛限线附近-满发,2183.43,120.0,1426.2737,111.7145,2079.0,2833.5231,1501892.0,0.0,1096381160.0
120.0,1961,5.0,150.1892,6月,辅助线3区,1426.2737,111.7145,1607.3328,113.6958,2612.0,2428.8166,1231117.904,0.0,898716069.92
120.0,1961,5.0,150.1892,7月,辅助线2区,1607.3328,113.6958,553.8979,95.52,643.7,1697.1349,784846.3413,0.0,572937829.123
120.0,1961,5.0,150.1892,8月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,1022.3,1022.3,383820.0972,0.0,280188670.9616
120.0,1961,5.0,150.1892,9月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,536.3,536.3,205327.6117,0.0,149889156.5635
120.0,1961,5.0,150.1892,10月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,997.4,997.4,374796.2204,0.0,273601240.8695
120.0,1961,5.0,150.1892,11月,低于防破坏线-保证出力,553.8979,95.52,2183.43,120.0,2668.3,820.5561,418795.616,218.2118,305720799.68
120.0,1961,5.0,150.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,926.7,926.7,541913.5587,0.0,395596897.8847
120.0,1961,5.0,150.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,919.7,919.7,537904.3023,0.0,392670140.6678
120.0,1961,5.0,150.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,558.7,558.7,329921.9038,0.0,240842989.7521
120.0,1961,5.0,150.1892,3月,优化区-枚举月末库容,2183.43,120.0,1985.911,117.8386,1198.7,1396.219,795692.7849,0.0,580855732.9417
120.0,1962,5.0,150.1892,4月,汛限线附近-满发,1985.911,117.8386,1162.915,108.1139,2132.7,2961.581,1501892.0,0.0,1096381160.0
120.0,1962,5.0,150.1892,5月,辅助线3区,1162.915,108.1139,2183.43,120.0,4852.0,2358.6433,1231117.904,1472.8416,898716069.92
120.0,1962,5.0,150.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,4776.0,2649.8265,1501892.0,2126.1735,1096381160.0
120.0,1962,5.0,150.1892,7月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,2869.0,2649.8265,1501892.0,219.1735,1096381160.0
120.0,1962,5.0,150.1892,8月,低于防破坏线-保证出力,2183.43,120.0,2183.43,120.0,1711.7,712.3525,418795.616,999.3475,305720799.68
120.0,1962,5.0,150.1892,9月,优化区-枚举月末库容,2183.43,120.0,1771.932,115.497,912.7,1324.198,742566.1639,0.0,542073299.6741
120.0,1962,5.0,150.1892,10月,低于防破坏线-保证出力,1771.932,115.497,2183.43,120.0,1149.7,736.8614,418795.616,1.3406,305720799.68
120.0,1962,5.0,150.1892,11月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1439.3,1439.3,832753.5977,0.0,607910126.3575
120.0,1962,5.0,150.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,970.0,970.0,566685.1923,0.0,413680190.3846
120.0,1962,5.0,150.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,461.0,461.0,273179.7346,0.0,199421206.2692
120.0,1962,5.0,150.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,521.9,521.9,308575.1816,0.0,225259882.5512
120.0,1962,5.0,150.1892,3月,优化区-枚举月末库容,2183.43,120.0,2018.8308,118.1988,592.9,757.4992,438957.4598,0.0,320438945.632
120.0,1963,5.0,150.1892,4月,汛限线附近-满发,2018.8308,118.1988,1162.915,108.1139,2097.7,2949.3159,1501892.0,0.0,1096381160.0
120.0,1963,5.0,150.1892,5月,辅助线3区,1162.915,108.1139,2183.43,120.0,4071.7,2358.6433,1231117.904,692.5416,898716069.92
120.0,1963,5.0,150.1892,6月,汛限线附近-满发,2183.43,120.0,553.8979,95.52,790.7,2420.2321,1193366.5045,0.0,871157548.2921
120.0,1963,5.0,150.1892,7月,低于防破坏线-保证出力,553.8979,95.52,2183.43,120.0,2931.0,820.5561,418795.616,480.9118,305720799.68
120.0,1963,5.0,150.1892,8月,低于防破坏线-保证出力,2183.43,120.0,2183.43,120.0,1608.0,712.3525,418795.616,895.6475,305720799.68
120.0,1963,5.0,150.1892,9月,优化区-枚举月末库容,2183.43,120.0,1837.7717,116.2175,316.3,661.9583,379094.2524,0.0,276738804.2647
120.0,1963,5.0,150.1892,10月,低于防破坏线-保证出力,1837.7717,116.2175,2183.43,120.0,1083.5,732.8248,418795.616,5.0169,305720799.68
120.0,1963,5.0,150.1892,11月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1576.3,1576.3,909691.2843,0.0,664074637.547
120.0,1963,5.0,150.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1563.3,1563.3,902399.578,0.0,658751691.9177
120.0,1963,5.0,150.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,710.0,710.0,417440.95,0.0,304731893.5
120.0,1963,5.0,150.1892,2月,优化区-枚举月末库容,2183.43,120.0,1854.2316,116.3976,1212.0,1541.1984,866398.662,0.0,632471023.2837
120.0,1963,5.0,150.1892,3月,优化区-枚举月末库容,1854.2316,116.3976,1755.4721,115.3169,2725.0,2823.7595,1496605.4051,0.0,1092521945.7404
120.0,1964,5.0,150.1892,4月,汛限线附近-满发,1755.4721,115.3169,2183.43,120.0,5893.3,2750.8594,1501892.0,2714.4827,1096381160.0
120.0,1964,5.0,150.1892,5月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,4065.0,2649.8265,1501892.0,1415.1735,1096381160.0
120.0,1964,5.0,150.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,5291.7,2649.8265,1501892.0,2641.8735,1096381160.0
120.0,1964,5.0,150.1892,7月,汛限线附近-满发,2183.43,120.0,1311.0542,110.4536,1989.7,2865.478,1501892.0,0.0,1096381160.0
120.0,1964,5.0,150.1892,8月,低于防破坏线-保证出力,1311.0542,110.4536,2183.43,120.0,2066.0,766.4447,418795.616,427.1796,305720799.68
120.0,1964,5.0,150.1892,9月,优化区-枚举月末库容,2183.43,120.0,1771.932,115.497,1231.0,1642.498,915333.6863,0.0,668193591.0134
120.0,1964,5.0,150.1892,10月,低于防破坏线-保证出力,1771.932,115.497,2183.43,120.0,1154.0,736.8614,418795.616,5.6406,305720799.68
120.0,1964,5.0,150.1892,11月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,920.0,920.0,538076.1538,0.0,392795592.3077
120.0,1964,5.0,150.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,515.7,515.7,304979.0957,0.0,222634739.8835
120.0,1964,5.0,150.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,538.0,538.0,317905.5795,0.0,232071073.0256
120.0,1964,5.0,150.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,557.5,557.5,329224.6562,0.0,240333999.0625
120.0,1964,5.0,150.1892,3月,优化区-枚举月末库容,2183.43,120.0,1870.6915,116.5777,1050.0,1362.7385,769834.2502,0.0,561979002.6311
120.0,1965,5.0,150.1892,4月,汛限线附近-满发,1870.6915,116.5777,1640.2526,114.056,2631.0,2859.7411,1501892.0,0.0,1096381160.0
120.0,1965,5.0,150.1892,5月,汛限线附近-满发,1640.2526,114.056,2183.43,120.0,4338.3,2779.4554,1501892.0,1015.6672,1096381160.0
120.0,1965,5.0,150.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,3568.0,2649.8265,1501892.0,918.1735,1096381160.0
120.0,1965,5.0,150.1892,7月,汛限线附近-满发,2183.43,120.0,1294.5943,110.2735,1986.0,2866.8243,1501892.0,0.0,1096381160.0
120.0,1965,5.0,150.1892,8月,低于防破坏线-保证出力,1294.5943,110.2735,2183.43,120.0,2153.0,767.5463,418795.616,496.618,305720799.68
120.0,1965,5.0,150.1892,9月,优化区-枚举月末库容,2183.43,120.0,636.1975,97.977,1214.0,2761.2325,1363561.2309,0.0,995399698.5728
120.0,1965,5.0,150.1892,10月,低于防破坏线-保证出力,636.1975,97.977,2183.43,120.0,2367.0,814.319,418795.616,5.4485,305720799.68
120.0,1965,5.0,150.1892,11月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1282.0,1282.0,744058.9405,0.0,543163026.5946
120.0,1965,5.0,150.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1180.4,1180.4,686468.9576,0.0,501122339.0638
120.0,1965,5.0,150.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,706.7,706.7,415540.3774,0.0,303344475.4801
120.0,1965,5.0,150.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1107.5,1107.5,645022.9087,0.0,470866723.3173
120.0,1965,5.0,150.1892,3月,优化区-枚举月末库容,2183.43,120.0,1854.2316,116.3976,720.5,1049.6984,596080.805,0.0,435138987.668
