正常蓄水位_m,死水位_m,死库容_m3s月,兴利库容_m3s月,保证出力_kW,保证出力_万kW,年保证出力均值_kW,年保证出力标准差_kW,年保证出力偏态系数Cs,K,delta_H_m
108.0,87.61,321.948,834.524,283700.635,28.3701,361271.292,70361.757,0.5924,8.5,1.0
