正常蓄水位_m,迭代次数,收敛前q0_m3s,设计调节流量qp_m3s,Z1_m,Z2_m,Z3_m,死水位_m,死库容_亿m3,正常库容_亿m3,兴利库容_亿m3,兴利库容_m3s月
108.0,3,668.265,668.271,50.0,82.0,87.61,87.61,8.4568,30.3748,21.918,834.499
