正常蓄水位_m,死水位_m,保证出力_万kW,航运基荷工作容量_万kW,峰荷保证出力_万kW,峰荷工作容量_万kW,工作容量_万kW,备用容量_万kW,必须容量_万kW
108.0,87.61,28.3701,10.0,18.3701,63.5799,73.5799,20.0,93.5799
