正常蓄水位_m,年份,重复容量_万kW,装机容量_万kW,月份,运行方式,月初库容_m3s月,月初水位_m,月末库容_m3s月,月末水位_m,来水量_m3s,发电流量_m3s,平均出力_kW,弃水折算库容_m3s月,月发电量_kWh
120.0,1956,15.0,160.1892,6月,汛限线附近-满发,2183.43,120.0,2117.5903,119.2795,2780.7,2852.0789,1601892.0,0.0,1169381160.0
120.0,1956,15.0,160.1892,7月,汛限线附近-满发,2117.5903,119.2795,553.8979,95.52,922.7,2486.3924,1216887.8491,0.0,888328129.8667
120.0,1956,15.0,160.1892,8月,低于防破坏线-保证出力,553.8979,95.52,883.0963,103.167,1335.0,1007.1917,418795.616,0.0,305720799.68
120.0,1956,15.0,160.1892,9月,低于防破坏线-保证出力,883.0963,103.167,553.8979,95.52,588.3,917.4984,382672.6399,0.0,279351027.1315
120.0,1956,15.0,160.1892,10月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,387.0,387.0,149425.9592,0.0,109080950.2385
120.0,1956,15.0,160.1892,11月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,441.3,441.3,169869.6656,0.0,124004855.8712
120.0,1956,15.0,160.1892,12月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,330.3,330.3,127989.0895,0.0,93432035.3175
120.0,1956,15.0,160.1892,1月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,440.0,440.0,169381.7231,0.0,123648657.8462
120.0,1956,15.0,160.1892,2月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,869.0,869.0,328006.0554,0.0,239444420.4308
120.0,1956,15.0,160.1892,3月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,858.9,858.9,324307.2279,0.0,236744276.4007
120.0,1957,15.0,160.1892,4月,低于防破坏线-保证出力,553.8979,95.52,1920.0713,117.1181,2213.7,843.9606,418795.616,0.0,305720799.68
120.0,1957,15.0,160.1892,5月,汛限线附近-满发,1920.0713,117.1181,2183.43,120.0,3863.0,2900.3007,1601892.0,699.3405,1169381160.0
120.0,1957,15.0,160.1892,6月,汛限线附近-满发,2183.43,120.0,2018.8308,118.1988,2716.3,2873.4023,1601892.0,0.0,1169381160.0
120.0,1957,15.0,160.1892,7月,汛限线附近-满发,2018.8308,118.1988,553.8979,95.52,1082.3,2547.2329,1233563.3682,0.0,900501258.7541
120.0,1957,15.0,160.1892,8月,低于防破坏线-保证出力,553.8979,95.52,2183.43,120.0,3519.7,820.5561,418795.616,1069.6118,305720799.68
120.0,1957,15.0,160.1892,9月,优化区-枚举月末库容,2183.43,120.0,2018.8308,118.1988,473.3,637.8992,370948.3405,0.0,270792288.5925
120.0,1957,15.0,160.1892,10月,低于防破坏线-保证出力,2018.8308,118.1988,1755.4721,115.3169,484.0,748.2576,418795.616,0.0,305720799.68
120.0,1957,15.0,160.1892,11月,低于防破坏线-保证出力,1755.4721,115.3169,1689.6324,114.5964,703.0,769.8258,418795.616,0.0,305720799.68
120.0,1957,15.0,160.1892,12月,低于防破坏线-保证出力,1689.6324,114.5964,2183.43,120.0,1238.2,741.9716,418795.616,2.4308,305720799.68
120.0,1957,15.0,160.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,719.0,719.0,422622.448,0.0,308514387.04
120.0,1957,15.0,160.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,840.8,840.8,492625.6255,0.0,359616706.5982
120.0,1957,15.0,160.1892,3月,优化区-枚举月末库容,2183.43,120.0,553.8979,95.52,1075.6,2705.1321,1326875.7919,0.0,968619328.0779
120.0,1958,15.0,160.1892,4月,低于防破坏线-保证出力,553.8979,95.52,1146.455,107.8229,1550.7,960.1922,418795.616,0.0,305720799.68
120.0,1958,15.0,160.1892,5月,辅助线3区,1146.455,107.8229,2183.43,120.0,5788.3,2512.725,1306117.904,2238.6001,953466069.92
120.0,1958,15.0,160.1892,6月,汛限线附近-满发,2183.43,120.0,1311.0542,110.4536,2195.7,3064.1489,1601892.0,0.0,1169381160.0
120.0,1958,15.0,160.1892,7月,辅助线1区,1311.0542,110.4536,2183.43,120.0,3980.3,1324.936,714569.712,1782.9882,521635889.76
120.0,1958,15.0,160.1892,8月,低于防破坏线-保证出力,2183.43,120.0,2183.43,120.0,3151.7,712.3525,418795.616,2439.3475,305720799.68
120.0,1958,15.0,160.1892,9月,优化区-枚举月末库容,2183.43,120.0,1047.6955,106.0769,1681.0,2816.7345,1443461.7618,0.0,1053727086.1384
120.0,1958,15.0,160.1892,10月,低于防破坏线-保证出力,1047.6955,106.0769,2183.43,120.0,1929.0,784.4689,418795.616,8.7966,305720799.68
120.0,1958,15.0,160.1892,11月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,569.7,569.7,336311.058,0.0,245507072.3181
120.0,1958,15.0,160.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,401.0,401.0,238149.2731,0.0,173848969.3462
120.0,1958,15.0,160.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,436.3,436.3,258777.8644,0.0,188907841.0476
120.0,1958,15.0,160.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1650.5,1650.5,951243.0309,0.0,694407412.5899
120.0,1958,15.0,160.1892,3月,优化区-枚举月末库容,2183.43,120.0,2084.6705,118.9193,2197.3,2296.0595,1298229.6482,0.0,947707643.1635
120.0,1959,15.0,160.1892,4月,汛限线附近-满发,2084.6705,118.9193,1146.455,107.8229,2202.3,3143.9433,1601892.0,0.0,1169381160.0
120.0,1959,15.0,160.1892,5月,辅助线3区,1146.455,107.8229,2183.43,120.0,4255.0,2512.725,1306117.904,705.3001,953466069.92
120.0,1959,15.0,160.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,4533.0,2834.5744,1601892.0,1698.4256,1169381160.0
120.0,1959,15.0,160.1892,7月,汛限线附近-满发,2183.43,120.0,948.936,104.331,1940.7,3172.1616,1601892.0,0.0,1169381160.0
120.0,1959,15.0,160.1892,8月,低于防破坏线-保证出力,948.936,104.331,636.1975,97.977,667.0,979.9029,418795.616,0.0,305720799.68
120.0,1959,15.0,160.1892,9月,低于防破坏线-保证出力,636.1975,97.977,553.8979,95.52,449.7,531.9996,209286.2928,0.0,152778993.7097
120.0,1959,15.0,160.1892,10月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,425.3,425.3,163859.0933,0.0,119617138.0865
120.0,1959,15.0,160.1892,11月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,846.6,846.6,319799.1124,0.0,233453352.0295
120.0,1959,15.0,160.1892,12月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,811.7,811.7,306986.2512,0.0,224099963.3816
120.0,1959,15.0,160.1892,1月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,593.3,593.3,226550.9524,0.0,165382195.2301
120.0,1959,15.0,160.1892,2月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,634.1,634.1,241690.5757,0.0,176434120.2829
120.0,1959,15.0,160.1892,3月,低于防破坏线-保证出力,553.8979,95.52,1080.6154,106.6589,1501.0,970.5311,418795.616,0.0,305720799.68
120.0,1960,15.0,160.1892,4月,辅助线2区,1080.6154,106.6589,553.8979,95.52,1565.3,2092.0174,876475.4841,0.0,639827103.3702
120.0,1960,15.0,160.1892,5月,低于防破坏线-保证出力,553.8979,95.52,2183.43,120.0,3027.3,820.5561,418795.616,577.2118,305720799.68
120.0,1960,15.0,160.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,3157.0,2834.5744,1601892.0,322.4256,1169381160.0
120.0,1960,15.0,160.1892,7月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,3595.0,2834.5744,1601892.0,760.4256,1169381160.0
120.0,1960,15.0,160.1892,8月,低于防破坏线-保证出力,2183.43,120.0,2183.43,120.0,824.7,712.3525,418795.616,112.3475,305720799.68
120.0,1960,15.0,160.1892,9月,优化区-枚举月末库容,2183.43,120.0,2166.9701,119.8199,402.1,418.5599,248097.3052,0.0,181111032.8023
120.0,1960,15.0,160.1892,10月,低于防破坏线-保证出力,2166.9701,119.8199,1771.932,115.497,347.0,737.6036,418795.616,0.0,305720799.68
120.0,1960,15.0,160.1892,11月,低于防破坏线-保证出力,1771.932,115.497,1590.8729,113.5157,594.3,775.3487,418795.616,0.0,305720799.68
120.0,1960,15.0,160.1892,12月,低于防破坏线-保证出力,1590.8729,113.5157,1212.2947,108.9869,432.3,815.9407,418795.616,0.0,305720799.68
120.0,1960,15.0,160.1892,1月,低于防破坏线-保证出力,1212.2947,108.9869,669.1174,98.9598,381.7,930.9906,418795.616,0.0,305720799.68
120.0,1960,15.0,160.1892,2月,低于防破坏线-保证出力,669.1174,98.9598,553.8979,95.52,634.2,749.4194,295131.8724,0.0,215446266.8433
120.0,1960,15.0,160.1892,3月,低于防破坏线-保证出力,553.8979,95.52,1854.2316,116.3976,2153.3,853.1581,418795.616,0.0,305720799.68
120.0,1961,15.0,160.1892,4月,汛限线附近-满发,1854.2316,116.3976,2183.43,120.0,4192.3,2917.234,1601892.0,945.8676,1169381160.0
120.0,1961,15.0,160.1892,5月,汛限线附近-满发,2183.43,120.0,1146.455,107.8229,2079.0,3112.1911,1601892.0,0.0,1169381160.0
120.0,1961,15.0,160.1892,6月,辅助线2区,1146.455,107.8229,1755.4721,115.3169,2612.0,2001.8231,1010343.808,0.0,737550979.84
120.0,1961,15.0,160.1892,7月,辅助线3区,1755.4721,115.3169,553.8979,95.52,643.7,1845.2742,871059.3487,0.0,635873324.54
120.0,1961,15.0,160.1892,8月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,1022.3,1022.3,383820.0972,0.0,280188670.9616
120.0,1961,15.0,160.1892,9月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,536.3,536.3,205327.6117,0.0,149889156.5635
120.0,1961,15.0,160.1892,10月,低于防破坏线-保证出力,553.8979,95.52,553.8979,95.52,997.4,997.4,374796.2204,0.0,273601240.8695
120.0,1961,15.0,160.1892,11月,低于防破坏线-保证出力,553.8979,95.52,2183.43,120.0,2668.3,820.5561,418795.616,218.2118,305720799.68
120.0,1961,15.0,160.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,926.7,926.7,541913.5587,0.0,395596897.8847
120.0,1961,15.0,160.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,919.7,919.7,537904.3023,0.0,392670140.6678
120.0,1961,15.0,160.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,558.7,558.7,329921.9038,0.0,240842989.7521
120.0,1961,15.0,160.1892,3月,优化区-枚举月末库容,2183.43,120.0,2150.5102,119.6398,1198.7,1231.6198,713645.9315,0.0,520961529.9667
120.0,1962,15.0,160.1892,4月,汛限线附近-满发,2150.5102,119.6398,1162.915,108.1139,2132.7,3117.3187,1601892.0,0.0,1169381160.0
120.0,1962,15.0,160.1892,5月,辅助线3区,1162.915,108.1139,2183.43,120.0,4852.0,2508.8616,1306117.904,1322.6234,953466069.92
120.0,1962,15.0,160.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,4776.0,2834.5744,1601892.0,1941.4256,1169381160.0
120.0,1962,15.0,160.1892,7月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,2869.0,2834.5744,1601892.0,34.4256,1169381160.0
120.0,1962,15.0,160.1892,8月,低于防破坏线-保证出力,2183.43,120.0,2183.43,120.0,1711.7,712.3525,418795.616,999.3475,305720799.68
120.0,1962,15.0,160.1892,9月,优化区-枚举月末库容,2183.43,120.0,1771.932,115.497,912.7,1324.198,742566.1639,0.0,542073299.6741
120.0,1962,15.0,160.1892,10月,低于防破坏线-保证出力,1771.932,115.497,2183.43,120.0,1149.7,736.8614,418795.616,1.3406,305720799.68
120.0,1962,15.0,160.1892,11月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1439.3,1439.3,832753.5977,0.0,607910126.3575
120.0,1962,15.0,160.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,970.0,970.0,566685.1923,0.0,413680190.3846
120.0,1962,15.0,160.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,461.0,461.0,273179.7346,0.0,199421206.2692
120.0,1962,15.0,160.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,521.9,521.9,308575.1816,0.0,225259882.5512
120.0,1962,15.0,160.1892,3月,优化区-枚举月末库容,2183.43,120.0,2166.9701,119.8199,592.9,609.3599,358846.1892,0.0,261957718.1035
120.0,1963,15.0,160.1892,4月,汛限线附近-满发,2166.9701,119.8199,1146.455,107.8229,2097.7,3118.1999,1601892.0,0.0,1169381160.0
120.0,1963,15.0,160.1892,5月,辅助线3区,1146.455,107.8229,2183.43,120.0,4071.7,2512.725,1306117.904,522.0001,953466069.92
120.0,1963,15.0,160.1892,6月,汛限线附近-满发,2183.43,120.0,553.8979,95.52,790.7,2420.2321,1193366.5045,0.0,871157548.2921
120.0,1963,15.0,160.1892,7月,低于防破坏线-保证出力,553.8979,95.52,2183.43,120.0,2931.0,820.5561,418795.616,480.9118,305720799.68
120.0,1963,15.0,160.1892,8月,低于防破坏线-保证出力,2183.43,120.0,2183.43,120.0,1608.0,712.3525,418795.616,895.6475,305720799.68
120.0,1963,15.0,160.1892,9月,优化区-枚举月末库容,2183.43,120.0,1837.7717,116.2175,316.3,661.9583,379094.2524,0.0,276738804.2647
120.0,1963,15.0,160.1892,10月,低于防破坏线-保证出力,1837.7717,116.2175,2183.43,120.0,1083.5,732.8248,418795.616,5.0169,305720799.68
120.0,1963,15.0,160.1892,11月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1576.3,1576.3,909691.2843,0.0,664074637.547
120.0,1963,15.0,160.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1563.3,1563.3,902399.578,0.0,658751691.9177
120.0,1963,15.0,160.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,710.0,710.0,417440.95,0.0,304731893.5
120.0,1963,15.0,160.1892,2月,优化区-枚举月末库容,2183.43,120.0,2002.3709,118.0187,1212.0,1393.0591,795008.9392,0.0,580356525.6226
120.0,1963,15.0,160.1892,3月,优化区-枚举月末库容,2002.3709,118.0187,1755.4721,115.3169,2725.0,2971.8988,1591852.9128,0.0,1162052626.3535
120.0,1964,15.0,160.1892,4月,汛限线附近-满发,1755.4721,115.3169,2183.43,120.0,5893.3,2943.026,1601892.0,2522.3161,1169381160.0
120.0,1964,15.0,160.1892,5月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,4065.0,2834.5744,1601892.0,1230.4256,1169381160.0
120.0,1964,15.0,160.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,5291.7,2834.5744,1601892.0,2457.1256,1169381160.0
120.0,1964,15.0,160.1892,7月,汛限线附近-满发,2183.43,120.0,1014.7757,105.4949,1989.7,3150.5156,1601892.0,0.0,1169381160.0
120.0,1964,15.0,160.1892,8月,低于防破坏线-保证出力,1014.7757,105.4949,2183.43,120.0,2066.0,786.7832,418795.616,110.5624,305720799.68
120.0,1964,15.0,160.1892,9月,优化区-枚举月末库容,2183.43,120.0,1771.932,115.497,1231.0,1642.498,915333.6863,0.0,668193591.0134
120.0,1964,15.0,160.1892,10月,低于防破坏线-保证出力,1771.932,115.497,2183.43,120.0,1154.0,736.8614,418795.616,5.6406,305720799.68
120.0,1964,15.0,160.1892,11月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,920.0,920.0,538076.1538,0.0,392795592.3077
120.0,1964,15.0,160.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,515.7,515.7,304979.0957,0.0,222634739.8835
120.0,1964,15.0,160.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,538.0,538.0,317905.5795,0.0,232071073.0256
120.0,1964,15.0,160.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,557.5,557.5,329224.6562,0.0,240333999.0625
120.0,1964,15.0,160.1892,3月,优化区-枚举月末库容,2183.43,120.0,2035.2907,118.3789,1050.0,1198.1393,688286.5155,0.0,502449156.2987
120.0,1965,15.0,160.1892,4月,汛限线附近-满发,2035.2907,118.3789,1656.7126,114.2362,2631.0,3009.6765,1601892.0,0.0,1169381160.0
120.0,1965,15.0,160.1892,5月,汛限线附近-满发,1656.7126,114.2362,2183.43,120.0,4338.3,2969.3007,1601892.0,842.2819,1169381160.0
120.0,1965,15.0,160.1892,6月,汛限线附近-满发,2183.43,120.0,2183.43,120.0,3568.0,2834.5744,1601892.0,733.4256,1169381160.0
120.0,1965,15.0,160.1892,7月,汛限线附近-满发,2183.43,120.0,1014.7757,105.4949,1986.0,3152.1344,1601892.0,0.0,1169381160.0
120.0,1965,15.0,160.1892,8月,低于防破坏线-保证出力,1014.7757,105.4949,2183.43,120.0,2153.0,786.7832,418795.616,197.5624,305720799.68
120.0,1965,15.0,160.1892,9月,优化区-枚举月末库容,2183.43,120.0,636.1975,97.977,1214.0,2761.2325,1363561.2309,0.0,995399698.5728
120.0,1965,15.0,160.1892,10月,低于防破坏线-保证出力,636.1975,97.977,2183.43,120.0,2367.0,814.319,418795.616,5.4485,305720799.68
120.0,1965,15.0,160.1892,11月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1282.0,1282.0,744058.9405,0.0,543163026.5946
120.0,1965,15.0,160.1892,12月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1180.4,1180.4,686468.9576,0.0,501122339.0638
120.0,1965,15.0,160.1892,1月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,706.7,706.7,415540.3774,0.0,303344475.4801
120.0,1965,15.0,160.1892,2月,优化区-枚举月末库容,2183.43,120.0,2183.43,120.0,1107.5,1107.5,645022.9087,0.0,470866723.3173
120.0,1965,15.0,160.1892,3月,优化区-枚举月末库容,2183.43,120.0,2101.1304,119.0994,720.5,802.7996,467687.3258,0.0,341411747.8414
